study_hours,sleep_hours,exercise,screen_time,consistency,procrastination,goal_clarity,target
4.14,6.93,1,2.34,7,2,10,High
3.4,9.78,1,6.79,4,6,4,Negative
5.33,7.92,1,3.51,7,3,8,High
3.39,6.94,1,8.38,4,6,4,Negative
2.38,4.04,0,6.29,2,6,4,Negative
6.45,8.02,0,5.99,4,4,6,High
6.67,4.15,1,6.15,4,6,2,Average
1.56,6.06,1,9.71,7,5,9,Average
5.84,8.14,0,5.03,7,4,8,High
6.71,6.34,0,6.81,7,2,4,High
7.0,8.14,1,4.39,7,1,8,High
6.72,4.82,0,5.29,4,7,8,Average
7.23,7.93,1,4.84,7,1,9,High
4.56,7.47,0,6.12,6,3,7,High
6.13,6.53,0,8.2,5,5,5,Average
3.99,6.53,0,4.62,6,3,7,High
7.07,8.08,0,1.85,7,4,3,High
5.61,8.09,0,4.72,4,6,6,Average
7.16,5.41,0,5.97,5,6,5,Average
6.12,6.6,0,3.41,6,5,9,High
6.68,6.6,0,1.2,5,5,7,High
3.93,5.0,1,8.82,3,7,5,Negative
10.0,7.26,1,2.48,8,3,8,High
3.96,6.17,0,7.47,6,3,8,High
6.48,5.05,0,8.79,5,10,6,Negative
8.97,6.69,0,10.53,3,4,3,Average
4.94,6.41,1,7.92,5,3,6,High
1.85,8.18,1,10.54,5,5,5,Negative
2.97,7.79,0,6.87,5,5,2,Negative
6.57,6.17,1,1.44,7,1,9,High
6.75,7.48,0,5.53,5,2,9,High
6.82,7.32,1,3.46,9,3,6,High
5.13,8.4,0,4.16,4,6,4,Average
3.55,8.69,0,6.43,2,4,5,Average
7.45,7.66,1,5.53,6,4,5,High
7.89,6.81,0,6.26,2,8,6,Average
2.97,7.37,0,6.2,5,4,6,Average
3.72,7.8,1,4.27,9,3,8,High
6.5,6.98,1,4.1,10,1,9,High
5.51,8.18,0,3.63,5,4,8,High
4.91,4.91,1,3.52,2,8,5,Negative
5.72,6.43,1,6.9,7,5,9,High
9.12,4.17,0,8.33,4,7,9,Average
5.22,5.47,0,6.23,2,6,3,Negative
7.22,7.1,1,2.89,7,3,7,High
5.82,6.02,0,6.38,8,7,8,High
6.44,5.71,1,6.25,6,9,4,Average
5.58,6.58,0,2.85,8,6,7,High
4.88,7.62,1,5.6,9,2,9,High
7.01,7.39,1,2.24,3,4,7,High
3.25,6.8,1,3.62,5,6,9,High
4.24,6.85,1,3.92,7,3,7,High
7.77,6.89,1,2.14,8,3,7,High
6.28,5.45,0,7.59,6,4,8,High
5.97,7.62,1,6.3,7,2,7,High
8.15,5.82,0,7.96,6,8,6,Average
4.62,6.14,1,6.34,8,4,8,High
7.17,8.83,1,2.92,9,4,10,High
2.62,3.75,0,8.03,4,9,5,Negative
4.25,8.92,0,5.74,6,6,8,Average
4.08,5.81,1,4.21,5,7,6,Average
5.38,7.15,0,3.08,7,4,7,High
5.67,5.61,1,5.79,8,6,8,High
5.57,7.06,1,6.73,4,3,8,High
7.52,5.58,0,3.38,6,3,6,High
6.62,5.43,0,6.23,5,5,6,Average
2.71,9.12,1,8.37,2,7,1,Negative
6.18,7.73,1,8.08,8,2,9,High
3.41,7.19,1,8.23,7,3,6,High
5.56,8.34,0,5.63,4,3,2,Average
6.01,5.3,1,4.83,8,4,9,High
7.28,7.78,1,9.9,5,4,7,High
7.69,5.82,0,5.62,5,5,5,Average
2.58,7.07,0,5.9,1,9,9,Negative
4.06,6.84,1,4.81,6,4,6,High
4.31,8.52,1,6.46,6,5,6,Average
1.52,4.22,0,8.1,5,6,3,Negative
6.76,6.96,1,2.88,8,4,10,High
3.97,6.93,0,10.89,6,5,4,Average
5.46,7.72,0,8.96,4,2,8,High
3.69,5.56,0,3.46,6,7,8,Average
6.94,5.87,0,4.66,7,6,6,High
8.05,3.05,0,4.1,4,8,5,Average
2.07,9.03,0,7.08,2,5,4,Negative
5.36,8.33,1,3.99,7,1,7,High
3.68,6.54,0,9.02,4,8,5,Negative
6.96,5.74,0,6.74,5,3,4,Average
5.96,6.9,1,2.12,8,1,8,High
4.59,6.09,0,3.61,5,6,5,Average
3.5,7.15,1,4.41,7,3,6,High
7.21,8.15,1,2.47,5,4,6,High
7.98,6.58,0,4.68,6,4,8,High
5.72,7.9,1,4.27,7,6,5,High
5.21,7.73,1,3.74,8,4,9,High
6.48,6.27,1,2.07,3,4,6,High
4.98,9.72,1,8.14,5,1,5,High
5.67,7.07,0,5.34,5,3,9,High
7.64,7.04,1,5.43,10,4,7,High
3.9,7.51,0,4.49,6,3,8,High
7.51,8.24,0,6.85,6,8,8,High
5.9,6.87,1,4.69,4,6,2,Average
4.52,7.82,1,5.14,8,5,4,High
1.28,7.1,0,4.55,4,5,5,Average
8.45,7.98,0,2.34,9,5,9,High
5.87,6.16,1,5.39,7,5,8,High
3.67,6.88,1,3.8,5,3,9,High
4.86,7.4,1,3.81,7,2,8,High
5.76,6.5,1,2.46,6,5,6,High
5.85,6.6,0,6.08,7,5,6,High
2.75,8.05,0,4.5,3,5,7,Average
4.48,7.34,0,11.35,4,6,4,Negative
2.21,6.75,0,5.21,5,2,8,High
7.28,7.42,0,9.64,4,5,4,Average
4.94,8.08,0,3.61,8,3,10,High
2.39,6.14,0,5.64,5,6,6,Average
7.86,7.36,0,8.42,3,3,3,Average
6.39,7.2,1,3.66,9,2,9,High
5.56,5.69,0,10.87,6,6,4,Average
2.66,5.19,0,6.45,4,9,6,Negative
9.34,6.89,1,5.81,9,1,7,High
8.15,5.67,0,8.49,6,1,6,High
6.7,7.14,1,2.87,9,2,8,High
5.38,4.29,0,6.12,5,10,5,Negative
3.75,5.64,0,4.11,4,7,7,Average
2.0,6.04,0,7.88,4,6,9,Average
4.99,7.22,1,3.98,7,2,10,High
2.12,5.03,1,4.1,4,5,2,Negative
4.03,7.81,1,3.79,8,6,10,High
4.65,5.12,0,5.32,4,6,5,Average
5.56,6.22,1,3.55,8,2,10,High
5.67,4.16,0,6.87,5,8,4,Negative
3.6,5.43,0,5.67,7,3,4,Average
4.93,6.89,0,2.94,5,3,7,High
5.72,9.04,1,4.28,7,6,9,High
4.52,4.76,0,7.97,7,10,5,Negative
6.43,7.12,1,5.49,8,5,6,High
7.21,5.79,1,4.92,8,6,8,High
7.03,4.49,0,7.68,4,7,7,Average
2.58,6.52,0,9.93,7,5,1,Negative
2.9,6.94,1,7.26,5,3,8,High
4.95,7.85,0,5.65,7,6,7,High
4.85,10.0,1,10.61,4,5,5,Average
4.57,6.34,0,5.44,6,8,6,Average
5.63,8.26,0,1.45,5,3,7,High
6.09,7.13,0,7.25,9,4,6,High
6.79,5.74,1,5.82,6,7,6,Average
4.56,6.26,1,4.73,7,3,5,High
5.39,9.0,1,6.05,3,4,7,Average
4.28,7.03,0,4.21,7,3,8,High
3.2,6.44,0,6.45,4,5,7,Average
8.64,7.55,1,3.62,8,4,6,High
6.79,7.13,0,4.46,6,5,7,High
6.38,8.57,0,1.84,8,4,8,High
5.82,5.86,0,5.71,5,9,7,Average
6.18,6.54,0,6.03,8,4,8,High
2.38,5.81,1,6.49,4,4,6,Average
4.57,8.54,1,1.02,6,7,7,High
4.76,5.14,0,7.29,5,3,4,Average
8.0,7.25,1,4.99,6,2,9,High
6.4,7.68,1,2.58,7,1,7,High
2.89,5.92,0,8.25,3,7,4,Negative
6.33,7.76,1,3.62,9,1,9,High
6.47,8.46,1,3.03,8,2,7,High
3.03,7.49,0,5.79,5,5,5,Average
6.18,6.81,1,4.17,7,3,7,High
3.16,6.68,0,9.72,4,8,5,Negative
4.11,7.81,0,6.54,8,7,7,Average
6.99,8.17,1,3.83,7,2,7,High
7.38,8.17,1,3.58,6,2,10,High
3.23,4.21,0,12.0,5,8,2,Negative
9.07,5.49,1,6.11,5,4,4,High
4.77,7.32,1,2.72,9,1,9,High
6.03,6.47,1,4.38,7,4,6,High
6.01,7.24,1,7.27,7,5,9,High
7.9,4.04,0,8.0,5,3,5,Average
3.97,3.39,0,4.02,4,8,5,Negative
5.54,9.5,1,4.52,6,4,10,High
5.78,7.52,1,7.1,5,5,6,High
7.74,6.82,1,3.79,9,1,9,High
6.38,6.64,1,9.99,5,4,8,High
7.8,6.74,1,2.75,7,5,9,High
5.79,7.74,1,7.53,7,2,8,High
3.97,7.79,1,6.66,5,6,8,Average
7.59,6.19,0,7.15,4,4,7,High
3.78,5.29,1,9.37,5,4,3,Average
6.48,8.61,1,2.95,10,2,10,High
6.4,7.68,1,2.39,10,4,6,High
6.18,7.24,1,1.81,10,2,9,High
5.39,9.14,1,5.77,6,5,7,High
10.0,3.77,0,5.0,5,5,6,High
5.51,6.95,1,5.29,6,4,4,High
1.38,7.22,0,7.86,5,7,6,Negative
7.5,6.66,0,4.55,6,7,5,Average
6.27,7.86,0,6.73,4,3,8,High
5.88,5.44,1,3.87,6,3,5,High
2.31,9.63,0,7.57,3,8,4,Negative
3.71,6.61,1,4.0,8,4,7,High
1.55,7.41,0,4.92,4,7,2,Negative
5.29,5.61,0,5.87,7,3,7,High
5.55,6.24,1,8.28,7,4,7,High
1.38,6.05,1,6.29,4,7,5,Negative
4.72,8.35,0,7.77,9,7,5,Average
5.43,7.78,1,2.64,5,4,7,High
4.0,6.95,1,3.51,5,4,8,High
6.55,4.55,0,9.06,6,4,5,Average
9.23,8.21,1,2.04,8,1,9,High
6.15,6.8,1,4.58,8,3,8,High
5.7,6.5,1,8.4,3,5,8,Average
5.23,7.53,0,4.89,5,3,7,High
4.32,5.34,0,7.43,6,9,7,Average
3.7,5.84,1,3.78,5,6,5,Average
1.55,5.88,0,9.39,3,7,6,Negative
3.5,7.66,1,5.02,7,4,5,High
1.44,6.32,0,7.48,4,6,6,Negative
4.57,7.37,0,5.95,7,4,8,High
4.83,5.5,0,7.17,4,7,6,Average
6.85,6.21,0,3.96,5,5,3,Average
3.78,6.11,0,4.63,3,8,7,Negative
7.3,8.19,1,3.1,8,1,8,High
4.19,5.01,0,6.94,7,5,9,High
4.65,6.06,0,5.74,6,4,6,Average
4.2,7.52,1,4.09,4,1,8,High
7.45,6.33,1,5.14,8,3,9,High
6.17,6.99,1,5.67,6,3,6,High
8.07,5.26,1,9.68,1,7,5,Negative
3.2,6.95,0,4.47,8,4,7,High
8.58,8.05,1,0.5,9,2,8,High
6.33,6.32,1,6.61,6,3,4,High
3.79,6.77,0,4.06,7,5,6,High
2.13,8.59,0,6.8,5,1,6,Average
0.0,3.31,1,8.06,3,9,3,Negative
2.68,9.15,0,6.63,5,4,6,Average
1.64,8.15,1,0.94,6,3,6,High
7.19,6.58,0,6.6,1,5,7,Average
3.09,7.26,0,7.31,3,7,1,Negative
2.74,7.13,0,6.78,5,4,5,Average
7.14,9.22,0,7.11,7,3,7,High
6.41,5.6,0,3.39,3,6,3,Average
4.66,6.68,1,7.01,3,7,4,Negative
3.99,8.31,1,2.41,6,5,6,High
2.13,7.48,0,4.89,7,5,4,Average
4.83,6.26,1,9.04,7,3,7,High
5.66,5.28,0,4.91,6,3,8,High
3.83,7.88,1,3.37,8,2,8,High
3.77,4.7,1,2.06,5,3,6,High
4.34,8.48,1,5.43,7,4,6,High
6.25,8.76,0,5.1,8,5,5,High
4.87,7.32,0,7.17,6,9,10,Average
2.32,5.5,1,9.07,5,8,5,Negative
5.43,3.71,0,4.59,10,5,3,Average
8.01,7.36,0,2.09,8,2,9,High
6.3,6.83,1,3.33,7,2,9,High
6.43,8.06,1,1.86,7,3,9,High
9.6,5.28,1,5.88,3,2,8,High
4.83,4.88,0,5.16,5,3,8,High
2.36,4.88,0,9.29,4,4,7,Average
5.24,5.05,0,4.54,7,2,7,High
6.97,7.77,0,4.18,4,4,7,High
6.42,7.58,0,1.59,5,5,7,High
3.66,8.07,1,5.25,4,5,6,Average
6.06,7.26,0,4.03,8,1,9,High
1.98,6.04,0,10.1,3,10,3,Negative
5.65,7.71,0,3.47,7,5,7,High
4.01,7.66,1,2.53,7,3,9,High
1.71,6.93,0,10.69,3,7,4,Negative
2.89,5.85,0,7.14,4,7,4,Negative
4.17,7.18,0,5.88,6,5,8,High
6.39,7.27,1,4.15,6,3,9,High
8.5,8.57,1,5.65,10,2,10,High
7.09,7.36,0,4.16,8,1,8,High
6.25,8.42,0,2.74,10,5,8,High
2.7,8.88,0,7.65,1,6,6,Negative
4.61,7.15,1,3.9,4,7,5,Average
2.6,6.95,0,7.05,5,5,3,Negative
4.09,6.05,0,8.33,1,5,5,Negative
6.67,6.28,0,8.18,5,7,6,Average
3.18,3.65,1,6.84,4,5,5,Average
3.57,8.4,0,8.42,5,4,8,Average
6.23,8.63,0,8.02,5,4,8,High
3.42,3.23,0,7.74,5,8,5,Negative
2.86,7.81,1,4.85,4,2,6,High
3.4,5.72,0,3.31,8,6,6,Average
5.86,7.02,1,1.3,9,1,7,High
10.0,8.72,1,7.17,4,4,8,High
4.9,6.64,1,4.97,7,2,10,High
5.84,6.61,0,5.31,8,4,6,High
7.11,7.42,1,0.77,6,4,8,High
9.16,6.63,0,3.57,8,4,8,High
6.13,5.95,0,5.99,10,5,8,High
5.09,7.04,1,3.88,8,4,7,High
6.29,5.4,0,4.83,7,4,5,High
5.71,3.9,0,7.31,6,8,6,Average
5.26,6.64,0,5.82,7,4,7,High
6.47,7.47,1,2.46,4,3,8,High
4.15,7.47,0,6.04,4,5,6,Average
4.08,7.44,1,2.9,5,2,8,High
4.83,5.55,0,4.21,4,7,7,Average
0.94,3.79,1,9.41,5,7,3,Negative
7.65,8.55,0,5.44,3,6,6,Average
7.34,5.74,0,5.67,4,5,4,Average
4.7,6.39,1,5.27,6,7,8,High
3.98,5.36,1,3.1,4,7,4,Average
2.48,4.01,0,8.03,6,10,8,Negative
5.28,8.07,1,2.16,9,1,8,High
7.91,5.8,0,4.66,4,4,10,High
6.68,6.66,0,7.93,7,3,4,High
6.75,7.61,0,4.02,7,4,9,High
6.76,5.28,1,0.5,9,2,10,High
9.07,7.14,0,7.67,9,6,10,High
5.82,5.51,1,5.6,5,3,4,High
3.6,4.93,0,3.51,7,5,8,High
4.1,5.66,1,8.97,7,3,9,High
1.95,8.19,0,4.73,4,6,4,Negative
4.13,5.13,0,7.38,6,6,9,Average
4.73,7.3,0,4.65,8,6,7,High
2.51,4.51,0,7.59,3,6,5,Negative
3.03,6.21,1,6.1,6,3,8,High
3.22,7.48,1,6.77,5,5,7,Average
3.04,3.0,1,4.91,5,8,6,Negative
4.22,7.15,1,5.25,6,8,6,Average
4.12,7.36,1,6.66,8,5,5,High
6.93,7.29,1,5.96,7,5,6,High
2.04,4.41,0,10.06,5,6,6,Negative
7.46,7.46,0,10.31,6,5,8,High
7.58,8.95,1,5.22,8,4,8,High
5.36,6.94,1,2.45,9,4,8,High
4.54,7.35,1,4.26,7,5,5,High
2.7,6.18,0,3.43,7,6,7,Average
4.32,8.37,0,5.09,4,4,6,Average
0.9,5.42,0,5.63,4,7,6,Negative
5.76,9.88,0,4.09,6,5,5,Average
5.73,5.23,1,7.43,5,6,7,Average
6.85,8.2,1,4.2,8,1,7,High
8.95,7.74,1,6.13,9,4,8,High
4.08,6.86,0,8.62,6,6,7,Average
2.04,5.61,0,5.55,1,5,3,Negative
5.51,6.67,1,2.5,7,4,6,High
4.85,6.07,0,6.77,6,3,8,High
1.93,6.51,1,6.61,3,5,3,Negative
2.07,6.41,0,7.59,7,4,8,Average
6.74,6.18,0,4.14,5,2,2,High
5.29,7.88,1,6.33,7,4,7,High
6.0,6.78,1,5.81,9,6,9,High
7.68,7.49,1,4.34,7,2,7,High
4.54,5.67,0,5.75,6,5,8,High
4.91,6.64,0,5.42,7,5,7,High
7.14,4.51,0,7.33,6,5,5,Average
7.64,5.06,0,2.26,6,6,6,High
3.51,7.12,0,6.9,6,5,5,Average
4.75,4.38,0,6.57,6,5,6,Average
6.43,7.67,0,3.31,8,4,9,High
7.7,8.51,1,5.35,5,8,7,High
8.17,5.77,1,3.72,6,2,10,High
5.8,7.87,0,3.66,6,3,10,High
2.21,6.4,1,5.68,7,4,9,High
5.89,6.73,1,1.4,6,6,6,High
4.76,6.36,0,3.06,7,6,7,High
7.13,9.05,1,1.17,8,1,5,High
2.7,7.62,0,5.24,1,8,3,Negative
6.77,3.83,1,8.51,7,8,7,Average
6.0,6.03,0,4.41,6,6,7,High
6.48,6.32,0,5.9,2,4,4,Average
8.2,5.79,0,6.74,6,6,5,Average
3.7,7.93,0,6.5,6,4,8,High
5.48,6.64,0,8.15,5,2,6,High
4.07,5.71,0,9.78,3,6,4,Negative
2.49,5.42,0,5.01,3,8,6,Negative
4.47,6.74,1,0.5,6,5,9,High
5.08,6.57,1,2.76,6,3,8,High
3.3,6.56,1,6.44,6,7,6,Average
6.94,6.05,0,4.59,5,4,8,High
6.39,6.21,0,4.79,6,4,6,High
7.43,7.71,1,2.79,8,1,7,High
4.36,4.74,0,7.63,8,6,9,High
4.44,8.17,1,3.87,9,3,10,High
9.8,7.03,1,4.48,9,1,7,High
6.3,6.84,0,4.12,8,5,7,High
5.01,6.03,1,3.2,3,5,7,Average
6.04,6.21,1,6.92,7,5,3,Average
8.87,7.66,1,2.94,10,2,10,High
6.68,7.02,1,6.11,10,3,8,High
5.54,6.09,1,3.25,9,2,9,High
3.39,8.28,1,5.63,6,7,2,Average
6.5,6.95,0,7.6,7,6,10,High
6.57,8.67,1,4.05,6,5,7,High
4.92,6.11,0,5.52,7,3,8,High
5.33,6.25,1,4.41,6,3,9,High
6.58,7.7,0,6.41,8,1,4,High
5.73,6.84,0,3.15,6,6,8,High
5.77,7.26,0,5.52,4,4,8,High
6.56,4.91,0,2.78,7,5,7,High
5.79,5.94,0,8.0,8,6,6,Average
6.29,6.69,0,2.96,5,3,3,High
7.64,7.03,0,4.96,6,8,5,Average
2.4,7.32,0,5.99,3,5,4,Negative
4.34,7.59,1,3.5,9,4,9,High
5.91,7.47,1,1.05,8,1,10,High
7.02,6.42,0,6.54,7,4,4,High
7.48,5.43,0,2.4,6,5,9,High
0.65,5.7,1,7.87,6,4,5,Average
4.16,6.34,0,4.55,6,5,5,Average
5.72,6.93,0,8.31,5,4,9,High
7.79,7.02,0,5.3,7,5,7,High
4.39,7.07,0,4.14,4,4,6,Average
3.23,7.34,0,5.03,5,6,6,Average
8.93,7.0,1,3.52,8,1,7,High
2.45,9.94,0,7.74,6,7,7,Average
5.22,6.99,0,2.77,6,3,7,High
7.22,6.16,1,7.67,6,4,2,Average
10.0,7.77,1,5.35,8,4,6,High
4.07,8.26,1,6.34,3,2,7,High
0.16,6.45,0,3.96,5,5,7,Average
9.29,7.09,1,3.35,10,2,10,High
5.52,6.93,0,2.08,9,1,9,High
9.06,6.47,1,4.52,6,7,3,High
3.9,5.65,1,1.86,6,4,7,High
1.93,7.05,0,8.44,5,6,8,Average
5.73,6.78,1,7.32,6,3,5,High
8.26,6.94,1,3.73,8,1,9,High
6.65,7.11,0,3.86,8,4,8,High
5.55,4.96,0,7.78,6,8,4,Negative
4.02,6.49,1,5.24,7,5,8,High
8.06,7.05,1,4.95,9,3,6,High
3.51,7.68,0,6.5,4,5,4,Average
6.92,7.43,1,3.04,8,2,9,High
6.71,6.91,0,3.18,9,2,7,High
5.25,8.3,1,10.1,3,7,5,Negative
2.2,5.79,0,5.73,3,7,2,Negative
5.09,6.72,0,3.88,4,4,7,High
3.57,3.99,0,7.59,4,3,10,Average
4.54,9.08,1,11.99,8,3,4,Average
4.51,5.16,0,5.58,9,5,8,High
4.85,7.6,0,5.3,5,3,5,High
3.09,5.77,1,4.35,8,5,9,High
6.31,7.53,0,5.03,4,6,8,High
2.21,9.53,1,5.9,5,1,6,High
4.23,5.3,1,10.02,5,2,6,Average
5.27,7.73,1,4.59,6,2,8,High
6.05,4.58,1,4.97,6,7,4,Average
4.79,5.94,0,6.54,8,8,6,Average
4.79,4.63,1,4.72,4,5,7,Average
6.45,4.74,0,3.82,7,2,8,High
6.6,5.87,0,4.96,6,5,10,High
7.79,5.59,1,8.2,6,5,7,High
5.62,6.94,0,7.22,3,4,8,Average
6.28,7.68,1,1.92,5,4,7,High
3.77,8.21,1,3.38,9,4,9,High
5.81,7.43,1,4.24,10,3,9,High
7.01,6.52,1,3.29,8,3,9,High
5.51,6.38,0,7.18,7,4,2,Average
2.09,7.34,0,8.78,4,6,7,Negative
5.74,8.17,1,7.76,3,4,6,Average
6.8,8.6,1,6.77,8,4,8,High
6.96,6.13,1,5.49,5,6,4,Average
6.98,5.26,0,7.8,7,3,7,High
5.29,8.09,0,3.84,9,4,8,High
5.02,6.58,1,2.73,6,5,7,High
5.52,8.18,0,3.08,3,5,8,High
5.48,7.69,0,2.44,7,4,7,High
5.57,8.87,1,6.06,3,3,6,Average
3.88,7.47,1,6.87,7,3,6,High
7.1,6.58,0,4.69,10,4,9,High
5.72,4.9,1,7.25,7,5,6,High
7.09,7.06,1,4.89,4,6,2,Average
7.91,7.4,1,8.14,4,5,8,High
5.75,3.5,1,4.87,6,7,5,Average
1.99,3.7,0,6.74,4,7,3,Negative
6.0,5.07,1,7.51,2,7,8,Average
4.72,5.01,0,5.07,4,5,5,Average
3.22,6.69,1,5.74,3,2,6,Average
4.05,6.51,0,8.11,6,7,4,Negative
6.8,6.7,1,3.11,6,1,8,High
3.36,6.77,1,8.49,9,6,5,Average
5.52,9.13,1,2.05,5,3,7,High
4.76,6.81,0,5.41,7,9,6,Average
3.78,5.33,1,4.94,4,2,3,Average
6.76,6.85,1,3.28,9,4,9,High
6.55,6.96,0,8.35,7,5,7,High
2.43,6.1,0,5.18,2,6,8,Average
7.12,7.49,1,3.81,9,2,9,High
5.62,6.61,1,5.17,5,4,3,Average
6.44,7.3,0,3.2,8,6,7,High
5.02,8.3,0,5.22,7,3,7,High
4.82,7.03,0,7.07,2,6,2,Negative
5.37,6.02,0,6.16,5,5,6,Average
6.44,7.19,0,2.55,3,6,8,High
4.57,6.84,1,5.85,7,4,8,High
1.6,9.8,0,7.25,6,6,5,Negative
1.58,5.83,0,8.36,4,9,5,Negative
7.64,7.81,1,2.85,10,4,9,High
3.71,5.63,0,9.28,5,5,6,Average
6.76,8.52,1,3.42,9,3,9,High
6.92,7.53,0,6.27,7,7,5,Average
6.66,6.7,1,7.34,4,7,9,High
1.06,4.85,0,6.09,3,6,6,Negative
8.34,8.29,1,0.97,10,2,10,High
3.87,8.05,1,5.65,5,5,5,Average
8.14,8.04,1,6.15,7,3,8,High
1.78,5.34,1,6.51,3,6,5,Negative
2.43,5.4,0,10.66,5,6,4,Negative
6.42,8.04,0,5.72,3,7,4,Average
7.06,7.38,0,0.5,9,2,7,High
5.19,7.41,0,7.96,7,2,4,High
2.49,5.05,0,6.29,4,7,6,Negative
3.29,7.33,0,5.11,6,5,6,Average
2.6,6.01,0,6.29,5,7,3,Negative
2.22,7.14,0,8.83,5,6,4,Negative
7.11,7.49,0,2.86,7,3,6,High
5.86,4.93,1,6.56,6,6,5,Average
6.45,6.8,1,4.03,6,3,4,High
5.62,7.19,1,4.03,8,2,9,High
8.4,8.47,1,2.41,9,1,10,High
5.67,3.99,0,8.55,3,7,5,Negative
6.1,6.91,0,6.72,4,4,9,High
4.25,6.39,1,2.76,2,4,7,Average
6.59,5.34,1,5.11,4,5,6,Average
7.27,4.35,0,4.04,3,7,5,Average
8.02,6.91,0,3.92,5,4,4,High
6.22,8.74,0,3.49,6,2,6,High
6.76,8.29,1,1.83,7,1,6,High
7.99,4.84,0,6.77,3,7,4,Average
3.79,7.56,1,2.81,6,5,6,High
6.45,8.49,1,4.54,9,3,7,High
9.95,6.39,1,4.46,10,2,10,High
6.74,7.55,0,5.18,5,5,4,Average
6.93,7.6,1,2.28,9,2,7,High
1.95,4.98,1,6.3,6,7,7,Average
5.57,6.7,0,7.71,7,5,7,High
1.88,7.29,0,4.49,3,6,3,Negative
7.12,4.18,1,4.27,4,6,8,High
7.05,9.81,1,2.8,6,4,6,High
5.82,8.68,1,4.88,9,6,6,High
6.13,8.15,1,7.21,4,7,8,Average
1.49,5.76,0,6.69,3,10,6,Negative
7.47,7.96,0,3.56,7,3,8,High
5.55,6.07,1,2.75,6,7,6,High
5.63,7.74,1,0.5,7,1,9,High
5.98,6.44,0,5.09,8,4,8,High
4.07,5.14,0,6.96,4,6,5,Negative
6.15,8.89,1,4.96,5,2,6,High
5.38,6.87,1,8.12,5,5,4,Average
4.94,8.45,1,4.4,5,8,7,Average
4.17,5.45,0,4.92,2,5,4,Negative
6.43,7.48,1,1.08,7,4,10,High
4.39,5.94,1,11.33,8,7,8,Average
5.47,8.29,1,3.24,9,1,9,High
3.1,8.91,0,6.57,3,7,5,Negative
5.01,8.47,1,7.36,7,3,7,High
2.47,5.49,0,8.23,2,7,3,Negative
5.11,5.97,1,6.06,7,5,8,High
7.89,6.02,0,5.78,10,6,5,High
2.26,3.31,1,5.48,6,8,1,Negative
4.79,9.27,1,6.08,4,3,2,Average
4.73,7.14,1,3.65,9,3,6,High
7.7,6.99,1,5.99,5,4,6,High
2.03,6.78,0,3.28,5,6,6,Average
0.61,6.6,0,6.7,6,7,5,Negative
5.9,5.17,0,4.53,8,3,9,High
6.48,7.28,1,7.07,6,4,8,High
5.95,5.77,0,9.12,9,6,9,High
1.28,7.3,0,7.81,4,7,5,Negative
6.55,7.16,1,6.58,5,3,5,High
4.04,6.08,0,4.12,6,6,9,High
6.36,7.3,0,3.48,9,3,8,High
7.29,7.75,0,5.36,6,4,9,High
5.38,6.13,0,4.99,5,7,6,Average
1.86,7.24,0,6.81,3,7,4,Negative
5.62,6.4,1,3.78,8,1,10,High
3.32,5.54,0,10.94,6,5,2,Negative
2.43,5.89,0,5.52,7,4,9,High
6.89,6.87,0,7.67,8,6,9,High
1.84,5.31,0,9.6,2,5,4,Negative
6.89,7.39,0,4.34,9,4,9,High
3.11,6.83,0,4.99,5,4,7,Average
7.84,7.37,1,2.43,9,2,9,High
6.52,8.01,1,4.01,8,2,8,High
2.45,6.37,1,5.39,3,8,3,Negative
4.71,6.04,0,6.11,3,8,6,Negative
5.59,8.7,1,3.95,4,4,10,High
4.93,5.34,0,6.85,5,7,6,Average
2.86,7.7,0,4.62,5,7,3,Negative
4.95,3.22,0,8.21,7,9,6,Negative
2.75,6.88,1,8.12,3,4,5,Average
6.48,5.5,1,3.9,7,3,7,High
7.04,6.23,0,10.5,6,5,4,Average
4.26,7.32,1,2.68,8,2,9,High
10.0,7.05,1,4.7,10,1,9,High
0.96,5.7,1,3.47,3,6,7,Average
4.05,5.18,1,10.13,2,6,6,Negative
8.43,7.44,1,3.27,7,5,7,High
4.14,7.34,0,3.39,7,6,6,High
3.6,6.12,1,7.0,6,4,8,High
2.69,6.13,1,8.82,5,7,6,Negative
5.93,7.55,1,4.45,8,2,10,High
3.77,6.14,0,10.49,5,7,7,Negative
5.27,5.85,1,4.92,7,1,9,High
8.05,5.69,0,9.86,5,5,2,Average
5.96,8.85,1,0.78,9,2,8,High
5.97,7.49,1,5.21,4,4,7,High
2.4,5.42,0,7.54,8,7,7,Average
7.43,5.72,0,1.04,7,2,10,High
3.78,9.43,0,3.23,7,4,8,High
4.73,6.57,0,6.45,3,5,5,Average
4.78,3.52,1,9.93,3,7,3,Negative
6.9,3.02,0,6.28,4,6,4,Average
6.71,5.71,1,9.85,1,5,2,Negative
3.37,8.16,1,8.04,5,6,6,Average
6.37,7.96,1,5.11,5,3,6,High
6.01,8.42,1,4.72,8,1,8,High
3.74,4.17,1,7.68,5,5,5,Average
6.54,7.08,1,3.35,9,1,8,High
4.09,7.71,1,3.23,7,7,7,High
6.06,7.17,1,4.64,6,2,8,High
3.46,6.8,0,3.21,4,2,7,High
5.57,7.03,0,5.08,7,7,8,High
0.12,3.76,1,9.54,3,9,5,Negative
3.41,4.48,0,3.59,9,3,8,High
2.11,5.41,1,7.47,3,7,7,Negative
